Scenario,Region,Variable,Unit,2019,2024,2030,2035,2040,2050
baseline_noce,AFW,Final Energy|Industry|Gases,EJ/yr,0.0546839999503789,0.0584804953946063,0.0609145871337824,0.0587554061217724,0.062099921239372004,0.10677231802427001
baseline_noce,AFW,Final Energy|Industry|Gases|Gas,EJ/yr,0.0546839999503789,0.0584804953946063,0.0609145871337824,0.0587554060515912,0.0620999211516737,0.10677231798694
baseline_noce,AFW,Final Energy|Industry|Hydrogen,EJ/yr,,2.95405838932076e-08,5.14408781764739e-10,1.88597104422623e-09,2.06396491438481e-09,0.000244003055548646
baseline_noce,AFW,Final Energy|Industry|Heat,EJ/yr,,4.10898111640739e-06,9.47571315960394e-06,1.73475319159795e-05,0.0460758871445125,0.24716709094181602
baseline_noce,AFW,Final Energy|Industry|Liquids,EJ/yr,0.11108899990686599,0.125547826622141,0.15510022783161198,0.20320661194030198,0.213825193989576,0.12346228106165501
baseline_noce,AFW,Final Energy|Industry|Liquids|Oil,EJ/yr,0.11108899990686599,0.125547826622141,0.15510022783161198,0.203206611896645,0.21382519393482802,0.12346228054463501
baseline_noce,AFW,Final Energy|Industry|Solids,EJ/yr,0.07328099992404781,0.0814565943189174,0.0903554198246693,0.0986698495528253,0.096920782103749,0.0756959920967744
baseline_noce,AFW,Final Energy|Industry|Solids|Coal,EJ/yr,0.0189379999337792,0.0303505966999283,0.0425585617479262,0.0550785515228874,0.0606365874104583,0.06745786943798311
baseline_noce,AFW,Final Energy|Residential|Electricity,EJ/yr,0.0787170053014801,0.170243608604442,0.312541538875756,0.458343158242981,0.639574843543642,1.04859706829598
baseline_noce,AFW,Final Energy|Residential|Gases,EJ/yr,,0.0117127667283249,0.0323939323727469,0.056058445490839603,0.08647157112507681,0.0056451522600013205
baseline_noce,AFW,Final Energy|Residential|Gases|Gas,EJ/yr,,0.0117127667283249,0.0323939323727469,0.056058445490839603,0.08647157112507681,0.0056451522600013205
baseline_noce,AFW,Final Energy|Residential|Hydrogen,EJ/yr,,5.43186824754434e-08,8.83787751229737e-10,1.28631509728012e-09,1.3365255704864402e-09,1.20183901326044e-09
baseline_noce,AFW,Final Energy|Residential|Heat,EJ/yr,,5.50209313015665e-05,0.00015218090698870901,0.000263353747675462,0.000406231310969282,0.000781371744969134
baseline_noce,AFW,Final Energy|Residential|Liquids,EJ/yr,0.0624289999800637,0.0621205593169794,0.0751500891289977,0.086251041306809,0.100621323824525,0.07180143680618209
baseline_noce,AFW,Final Energy|Residential|Liquids|Oil,EJ/yr,0.0624289999800637,0.0621205593169794,0.0751500891289977,0.086251041306809,0.100621323824525,0.07180143680618209
baseline_noce,AFW,Final Energy|Residential|Solids,EJ/yr,2.11112799998377,1.99945708304432,1.70798310425056,1.3106690991305199,0.751578704512027,2.14158465444086e-09
baseline_noce,AFW,Final Energy|Commercial|Electricity,EJ/yr,0.04405,0.0539780920266893,0.0635439631288489,0.0744865216535144,0.0781392453357305,0.117297784235123
