Scenario,Scope,Series,Year,Value,Unit
baseline_noce,Regional set 2,ASO,2019,,GJ/t
baseline_noce,Regional set 2,ASO,2024,,GJ/t
baseline_noce,Regional set 2,ASO,2030,,GJ/t
baseline_noce,Regional set 2,ASO,2035,,GJ/t
baseline_noce,Regional set 2,ASO,2040,,GJ/t
baseline_noce,Regional set 2,ASO,2050,,GJ/t
baseline_noce,Regional set 2,BRA,2019,16.1636981128483,GJ/t
baseline_noce,Regional set 2,BRA,2024,47.230952876489106,GJ/t
baseline_noce,Regional set 2,BRA,2030,43.9307561613798,GJ/t
baseline_noce,Regional set 2,BRA,2035,38.381315812826,GJ/t
baseline_noce,Regional set 2,BRA,2040,50.5787097011506,GJ/t
baseline_noce,Regional set 2,BRA,2050,71.1514077604359,GJ/t
baseline_noce,Regional set 2,CAN,2019,51.923757469650795,GJ/t
baseline_noce,Regional set 2,CAN,2024,70.0083455233019,GJ/t
baseline_noce,Regional set 2,CAN,2030,70.7168733860286,GJ/t
baseline_noce,Regional set 2,CAN,2035,81.04326911381091,GJ/t
baseline_noce,Regional set 2,CAN,2040,72.98541620370901,GJ/t
baseline_noce,Regional set 2,CAN,2050,71.4237288021065,GJ/t
baseline_noce,Regional set 2,CHL,2019,,GJ/t
baseline_noce,Regional set 2,CHL,2024,,GJ/t
baseline_noce,Regional set 2,CHL,2030,,GJ/t
baseline_noce,Regional set 2,CHL,2035,,GJ/t
baseline_noce,Regional set 2,CHL,2040,,GJ/t
baseline_noce,Regional set 2,CHL,2050,,GJ/t
baseline_noce,Regional set 2,CHN,2019,72.5385084731966,GJ/t
baseline_noce,Regional set 2,CHN,2024,70.5576389077595,GJ/t
baseline_noce,Regional set 2,CHN,2030,66.7060533753802,GJ/t
baseline_noce,Regional set 2,CHN,2035,59.9266891564545,GJ/t
baseline_noce,Regional set 2,CHN,2040,53.250666555952,GJ/t
baseline_noce,Regional set 2,CHN,2050,32.856560738661905,GJ/t
baseline_noce,Regional set 2,ENE,2019,82.5749439564416,GJ/t
baseline_noce,Regional set 2,ENE,2024,58.5618405650581,GJ/t
baseline_noce,Regional set 2,ENE,2030,60.8665749399711,GJ/t
baseline_noce,Regional set 2,ENE,2035,56.1479367934302,GJ/t
baseline_noce,Regional set 2,ENE,2040,52.2357561846288,GJ/t
baseline_noce,Regional set 2,ENE,2050,45.8289691857577,GJ/t
baseline_noce,Regional set 2,ENW,2019,62.948332749643605,GJ/t
baseline_noce,Regional set 2,ENW,2024,79.4226213338205,GJ/t
baseline_noce,Regional set 2,ENW,2030,71.07805343414731,GJ/t
baseline_noce,Regional set 2,ENW,2035,59.105063149839395,GJ/t
baseline_noce,Regional set 2,ENW,2040,67.9801920616992,GJ/t
baseline_noce,Regional set 2,ENW,2050,70.9999999999999,GJ/t
