Scenario,Scope,Series,Year,Value,Unit
baseline_noce,Regional set 3,EUE,2019,85.6494829553787,GJ/t
baseline_noce,Regional set 3,EUE,2024,72.09535915595299,GJ/t
baseline_noce,Regional set 3,EUE,2030,39.0119509141321,GJ/t
baseline_noce,Regional set 3,EUE,2035,26.6162639001053,GJ/t
baseline_noce,Regional set 3,EUE,2040,23.189288748273,GJ/t
baseline_noce,Regional set 3,EUE,2050,23.0234215058336,GJ/t
baseline_noce,Regional set 3,EUM,2019,24.0580595316355,GJ/t
baseline_noce,Regional set 3,EUM,2024,34.9404658469656,GJ/t
baseline_noce,Regional set 3,EUM,2030,40.6427851827659,GJ/t
baseline_noce,Regional set 3,EUM,2035,35.166027548684,GJ/t
baseline_noce,Regional set 3,EUM,2040,63.0574140625227,GJ/t
baseline_noce,Regional set 3,EUM,2050,71.39292730279969,GJ/t
baseline_noce,Regional set 3,EUW,2019,32.768779751766004,GJ/t
baseline_noce,Regional set 3,EUW,2024,21.670148666332,GJ/t
baseline_noce,Regional set 3,EUW,2030,20.246833301047598,GJ/t
baseline_noce,Regional set 3,EUW,2035,20.962659353951402,GJ/t
baseline_noce,Regional set 3,EUW,2040,19.7618224876088,GJ/t
baseline_noce,Regional set 3,EUW,2050,37.097510768852196,GJ/t
baseline_noce,Regional set 3,IDN,2019,81.1309417288549,GJ/t
baseline_noce,Regional set 3,IDN,2024,28.0641867104891,GJ/t
baseline_noce,Regional set 3,IDN,2030,24.8267688695234,GJ/t
baseline_noce,Regional set 3,IDN,2035,21.1656709770527,GJ/t
baseline_noce,Regional set 3,IDN,2040,18.8779976286088,GJ/t
baseline_noce,Regional set 3,IDN,2050,16.0213509759949,GJ/t
baseline_noce,Regional set 3,IND,2019,69.4504014409989,GJ/t
baseline_noce,Regional set 3,IND,2024,67.57387427999629,GJ/t
baseline_noce,Regional set 3,IND,2030,60.5224659789984,GJ/t
baseline_noce,Regional set 3,IND,2035,54.8972220745691,GJ/t
baseline_noce,Regional set 3,IND,2040,50.6721237852605,GJ/t
baseline_noce,Regional set 3,IND,2050,40.0189238329749,GJ/t
baseline_noce,Regional set 3,JPN,2019,6.1269412134548,GJ/t
baseline_noce,Regional set 3,JPN,2024,8.2665093151977,GJ/t
baseline_noce,Regional set 3,JPN,2030,6.1269412134548,GJ/t
baseline_noce,Regional set 3,JPN,2035,5.7626446677046,GJ/t
baseline_noce,Regional set 3,JPN,2040,5.1376974827523,GJ/t
baseline_noce,Regional set 3,JPN,2050,3.2999999999999,GJ/t
baseline_noce,Regional set 3,LAM,2019,60.143954215011505,GJ/t
baseline_noce,Regional set 3,LAM,2024,73.0201489822542,GJ/t
baseline_noce,Regional set 3,LAM,2030,71.75944410593239,GJ/t
baseline_noce,Regional set 3,LAM,2035,67.24997422994839,GJ/t
baseline_noce,Regional set 3,LAM,2040,62.4057164316004,GJ/t
baseline_noce,Regional set 3,LAM,2050,72.6139432984154,GJ/t
