Scenario,Scope,Series,Year,Value,Unit,Figure
baseline_noce,Regional set 2,CAN,2030,2.9186294776031003,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CAN,2035,3.5441211291733,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CAN,2040,3.7062118889864,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CAN,2050,6.929999999999899,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2019,15.249562637745301,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2024,8.591324764484,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2030,16.7948882231316,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2035,11.9389961695752,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2040,8.1480343090289,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHL,2050,6.9300893240831005,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2019,32.310306031848796,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2024,30.7780774402668,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2030,30.2332506272974,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2035,27.647042585699,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2040,20.7720148787763,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CHN,2050,4.4039649388463,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2019,23.7000861969448,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2024,13.0077465007409,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2030,13.4744248104945,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2035,26.639601742988,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2040,28.5290087823791,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENE,2050,21.2069010527343,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2019,33.2455127416452,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2024,8.1125821659226,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2030,2.3248937881827,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2035,3.5288509201236002,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2040,5.8326067802364,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ENW,2050,6.9300021197151,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2019,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2024,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2030,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2035,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2040,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2050,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2019,16.1636981128483,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2024,47.230952876489106,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2030,43.9307561613798,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2035,38.381315812826,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2040,50.5787097011506,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,BRA,2050,71.1514077604359,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2019,51.923757469650795,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2024,70.0083455233019,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2030,70.7168733860286,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2035,81.04326911381091,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2040,72.98541620370901,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CAN,2050,71.4237288021065,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2019,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2024,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2030,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2035,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2040,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHL,2050,,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2019,72.5385084731966,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2024,70.5576389077595,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2030,66.7060533753802,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2035,59.9266891564545,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2040,53.250666555952,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,CHN,2050,32.856560738661905,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2019,82.5749439564416,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2024,58.5618405650581,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2030,60.8665749399711,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2035,56.1479367934302,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2040,52.2357561846288,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENE,2050,45.8289691857577,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2019,62.948332749643605,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2024,79.4226213338205,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2030,71.07805343414731,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2035,59.105063149839395,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2040,67.9801920616992,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ENW,2050,70.9999999999999,GJ/t,regional_energy_intensity_aluminium_2
baseline_noce,Regional set 2,ASO,2019,2.35343081689066e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ASO,2024,166.153336586602,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ASO,2030,1.02363590568566e-09,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ASO,2035,-1.27321322680774e-10,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ASO,2040,1.0526453750232999e-09,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ASO,2050,2.81273749266189e-07,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2019,1.39488356838645e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2024,1197.865173294,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2030,153.296193183156,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2035,109.236781925216,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2040,188.643628949766,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,BRA,2050,2345.95732693887,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2019,1.33626818013245e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2024,3.60868058566015e-06,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2030,1043.74386590184,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2035,189.38963678369,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2040,385.2054294277221,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CAN,2050,1725.46480377875,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2019,8.65904652084371e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2024,444.184690793571,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2030,2.4777159970680502,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2035,64.7699349175856,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2040,107.663971259726,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHL,2050,544.832625858604,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2019,7.570391565583399e-07,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2024,1.95255393005672e-08,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2030,6.27092073052521e-10,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2035,2.92949616552683,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2040,84.67762871149941,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,CHN,2050,219.17100800365895,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2019,2.27969113700746e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2024,71.8777845629012,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2030,1.06229569929947e-08,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2035,7.7205322310285505,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2040,84.38635687519209,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENE,2050,98.0094952854062,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2019,1.63327740664868e-05,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2024,408.201437089124,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2030,865.5714301394199,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2035,656.542636161685,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2040,828.199041386468,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 2,ENW,2050,2712.98321009641,USD_2010/tCO2e,carbon_price_2
baseline_noce,Regional set 3,EUE,2019,5.3265966366668005,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2024,5.1014592575498,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2030,5.1204839659851,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2035,4.8648075317151,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2040,4.6025859927885,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2050,4.1106691845495,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2019,6.5306685569975995,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2024,6.1595972209504,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2030,5.6632025176876,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2035,5.3290160066659,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2040,4.9752095942454,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUM,2050,4.1934637016242,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2019,5.3007777273834,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2024,5.2579967665,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2030,5.2361979504104,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2035,4.9065771341527995,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2040,4.5913292008852995,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUW,2050,3.9389247410409003,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2019,6.6056067190397005,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2024,6.3756920434303,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2030,6.056185283761599,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2035,5.8069938797049,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2040,5.5968882956646,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IDN,2050,5.1236394911779,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2019,5.2537242241844,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2024,4.9320442906711,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2030,4.6212236932878,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2035,4.381250836195,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2040,4.2376567689307,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,IND,2050,3.9737638954027,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2019,6.0758168230652,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2024,5.9987260893161,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2030,6.0377486414553,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2035,5.8439460471241,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2040,5.3667858464883,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,JPN,2050,4.5725552729336,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2019,5.926083025400899,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2024,5.64042802279,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2030,5.3255639902365,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2035,4.981181019572699,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2040,4.6467652932165,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,LAM,2050,4.0899566016222,GJ/t,regional_energy_intensity_cement_3
baseline_noce,Regional set 3,EUE,2019,27.6490062251117,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2024,21.7420536603818,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2030,2.8124582135439,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2035,2.8469257042262996,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2040,3.7807398413896,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2050,7.970571603808801,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2019,18.362265354406897,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2024,16.018567489366202,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2030,7.8488927489326,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2035,3.8434788197774,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2040,4.1141800326363995,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUM,2050,6.9300003104426,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2019,31.106004200135402,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2024,28.2590764978537,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2030,22.795242199024802,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2035,14.2153058064189,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2040,5.168048280406199,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUW,2050,6.9300002400153,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2019,30.480034078354,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2024,23.5542051968074,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2030,22.978836846634003,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2035,28.6336132749317,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2040,22.2978059368775,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IDN,2050,2.3479473503437998,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2019,38.0080718359443,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2024,34.3915999901329,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2030,26.0596471458872,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2035,21.6181146111524,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2040,18.1191615398002,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,IND,2050,15.6457032950668,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2019,34.4166110035666,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2024,27.0173144045196,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2030,21.1867771551669,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2035,7.0217826349615,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2040,5.3118014675323995,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,JPN,2050,7.7043028904831,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2019,21.3902271695577,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2024,5.0084941757564,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2030,2.4913438829689,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2035,6.3529007713398995,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2040,2.1000001342915997,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,LAM,2050,2.2610541871029004,GJ/t,regional_energy_intensity_steel_3
baseline_noce,Regional set 3,EUE,2019,85.6494829553787,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2024,72.09535915595299,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2030,39.0119509141321,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2035,26.6162639001053,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2040,23.189288748273,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2050,23.0234215058336,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2019,24.0580595316355,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2024,34.9404658469656,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2030,40.6427851827659,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2035,35.166027548684,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2040,63.0574140625227,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUM,2050,71.39292730279969,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2019,32.768779751766004,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2024,21.670148666332,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2030,20.246833301047598,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2035,20.962659353951402,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2040,19.7618224876088,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUW,2050,37.097510768852196,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2019,81.1309417288549,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2024,28.0641867104891,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2030,24.8267688695234,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2035,21.1656709770527,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2040,18.8779976286088,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IDN,2050,16.0213509759949,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2019,69.4504014409989,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2024,67.57387427999629,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2030,60.5224659789984,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2035,54.8972220745691,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2040,50.6721237852605,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,IND,2050,40.0189238329749,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2019,6.1269412134548,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2024,8.2665093151977,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2030,6.1269412134548,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2035,5.7626446677046,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2040,5.1376974827523,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,JPN,2050,3.2999999999999,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2019,60.143954215011505,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2024,73.0201489822542,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2030,71.75944410593239,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2035,67.24997422994839,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2040,62.4057164316004,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,LAM,2050,72.6139432984154,GJ/t,regional_energy_intensity_aluminium_3
baseline_noce,Regional set 3,EUE,2019,1.22820280063608e-05,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUE,2024,49.156985614244,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUE,2030,146.417751508185,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUE,2035,242.67276470599,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUE,2040,478.582316796861,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUE,2050,2747.17128948591,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2019,8.26619568416022e-06,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2024,72.1789411178147,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2030,1376.10259710732,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2035,698.235911911751,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2040,926.182544708739,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUM,2050,2825.2355859642503,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2019,8.977875605769579e-06,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2024,181.757793676086,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2030,224.507240949844,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2035,273.523207638459,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2040,417.924789899988,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,EUW,2050,2642.2244026463104,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2019,6.31380513319861e-06,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2024,2.51421169934328e-07,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2030,1.37237219229241e-09,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2035,2.46133554611978e-08,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2040,91.9759020222907,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IDN,2050,338.491163922425,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2019,2.81024775948614e-06,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2024,4.75410557843413e-07,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2030,231.787796121395,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2035,306.640127434621,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2040,554.165416810466,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,IND,2050,1129.10690177458,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2019,7.207519265957399e-06,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2024,166.478710415875,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2030,828.489898900482,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2035,693.251737789491,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2040,911.352516996126,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,JPN,2050,3237.26987752406,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,LAM,2019,1.35298143109943e-05,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,LAM,2024,44.8447409022472,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,LAM,2030,108.863184233821,USD_2010/tCO2e,carbon_price_3
baseline_noce,Regional set 3,LAM,2035,186.760210714842,USD_2010/tCO2e,carbon_price_3
