Scenario,Scope,Series,Year,Value,Unit,Figure
baseline_noce,Global,Iron and steel,2024,26.98827750017311,%,emissions_share
baseline_noce,Global,Iron and steel,2030,23.078997354020395,%,emissions_share
baseline_noce,Global,Iron and steel,2035,18.845220875181912,%,emissions_share
baseline_noce,Global,Iron and steel,2040,16.106727023426252,%,emissions_share
baseline_noce,Global,Iron and steel,2050,,%,emissions_share
baseline_noce,Global,Aluminium,2019,,%,emissions_share
baseline_noce,Global,Aluminium,2024,,%,emissions_share
baseline_noce,Global,Aluminium,2030,,%,emissions_share
baseline_noce,Global,Aluminium,2035,,%,emissions_share
baseline_noce,Global,Aluminium,2040,,%,emissions_share
baseline_noce,Global,Aluminium,2050,,%,emissions_share
baseline_noce,Global,Cement,2019,0.6052155971768874,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2024,0.5977239720640364,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2030,0.5587188857655027,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2035,0.5438575094738624,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2040,0.5220962885526099,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2050,0.4694152042084048,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2019,1.5647335496873123,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2024,1.5307025003261827,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2030,,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2035,1.1177914885339593,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2040,0.8333535939153167,tCO2e/t,emissions_intensity
baseline_noce,Global,Iron and steel,2050,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2019,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2024,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2030,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2035,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2040,,tCO2e/t,emissions_intensity
baseline_noce,Global,Aluminium,2050,,tCO2e/t,emissions_intensity
baseline_noce,Global,Cement,2019,,MtCO2/yr,capture
baseline_noce,Global,Cement,2024,,MtCO2/yr,capture
baseline_noce,Global,Cement,2030,,MtCO2/yr,capture
baseline_noce,Global,Cement,2035,,MtCO2/yr,capture
baseline_noce,Global,Cement,2040,,MtCO2/yr,capture
baseline_noce,Global,Cement,2050,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2019,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2024,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2030,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2035,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2040,,MtCO2/yr,capture
baseline_noce,Global,Iron and steel,2050,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2019,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2024,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2030,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2035,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2040,,MtCO2/yr,capture
baseline_noce,Global,Aluminium,2050,,MtCO2/yr,capture
baseline_noce,Global,Cement,2019,104.60506988172908,billion USD_2010/yr,sector_costs
baseline_noce,Global,Cement,2024,178.88634915972986,billion USD_2010/yr,sector_costs
baseline_noce,Global,Cement,2030,331.0938925343282,billion USD_2010/yr,sector_costs
baseline_noce,Global,Cement,2035,422.9326031034711,billion USD_2010/yr,sector_costs
baseline_noce,Global,Cement,2040,584.1146752148795,billion USD_2010/yr,sector_costs
baseline_noce,Global,Cement,2050,777.1423333003592,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2019,4959.455128965229,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2024,201.93809721133877,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2030,295.9827557650916,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2035,319.7627455424265,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2040,511.2241972481363,billion USD_2010/yr,sector_costs
baseline_noce,Global,Iron and steel,2050,709.3272214321663,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2019,25.017308460003065,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2024,98.17701756529351,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2030,188.40886133137334,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2035,161.63235160096602,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2040,229.56612533538592,billion USD_2010/yr,sector_costs
baseline_noce,Global,Aluminium,2050,184.47509579221477,billion USD_2010/yr,sector_costs
baseline_noce,Global,System total,2019,3.8222701716013847,trillion USD_2010/yr,system_cost
baseline_noce,Global,System total,2024,8.26556757917677,trillion USD_2010/yr,system_cost
baseline_noce,Global,System total,2030,15.173706835357,trillion USD_2010/yr,system_cost
baseline_noce,Global,System total,2035,19.664152717711595,trillion USD_2010/yr,system_cost
baseline_noce,Global,System total,2040,24.367454241171533,trillion USD_2010/yr,system_cost
baseline_noce,Global,System total,2050,30.076132041723973,trillion USD_2010/yr,system_cost
baseline_noce,Regional set 1,AFE,2019,6.3101779025049,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2024,5.8412571014881,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2030,5.326824321707001,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2035,5.2022258448883,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2040,4.9269295210641,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2050,4.8770020202379,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2019,5.791324574545399,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2024,5.599900794529001,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2030,5.3777629271484,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2035,5.194421829073,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2040,5.0300655980852,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFN,2050,4.7771043075173,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2019,3.5217197323745,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2024,3.7679205431133003,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2030,3.9516024134871,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2035,4.0765721632838,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2040,4.1800510462127995,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFW,2050,4.3118934478526,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2019,5.9079974631439,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2024,5.8045067645633,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2030,5.6935186639105,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2035,5.5367615571422,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2040,5.3140135985232,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFZ,2050,4.9238406666855,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2019,4.5534396520319005,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2024,4.5154144086873,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2030,4.591435049024399,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2035,4.6217026078908,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2040,4.6539203771765,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ANZ,2050,4.7564593729192,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2019,5.6858974022186,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2024,5.4073191379732,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2030,5.1674387358317,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2035,5.0205138873853,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2040,4.898362298145201,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASC,2050,4.711893210800399,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2019,6.9302625979186,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2024,6.4906582620707995,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2030,6.1633564806048,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2035,5.8205996902019,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2040,5.4610534378704,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,ASE,2050,4.9322896513159,GJ/t,regional_energy_intensity_cement_1
baseline_noce,Regional set 1,AFE,2019,5.105741994975,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2024,16.3772564936992,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2030,14.2153355465168,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2035,9.149657370327901,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2040,5.1057397439331,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2050,2.1437139868239004,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2019,27.842313262395,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2024,20.3989815808133,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2030,14.0886874219557,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2035,9.5543582888708,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2040,3.5339586259111,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFN,2050,3.8340872627186,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2019,5.1057418568056,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2024,2.1009652144625997,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2030,2.1002067377116,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2035,3.3906713750078,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2040,2.908465148111,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFW,2050,4.1234326554106,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2019,35.2215543708135,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2024,12.155427955178299,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2030,11.2031808596322,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2035,23.7045277572689,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2040,20.7271108528321,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFZ,2050,4.1950362388796005,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2019,30.0629974399412,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2024,18.650922531550098,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2030,2.1298912507597,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2035,2.6859368352676998,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2040,3.6493171785168,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ANZ,2050,6.930001378368201,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2019,86.07278438249969,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2024,58.8240903340706,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2030,15.252654596463199,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2035,10.4296428055923,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2040,3.1742344538947003,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASC,2050,3.8338715693014,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2019,13.2721601714128,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2024,2.1000189710438,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2030,2.1000094468906,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2035,2.1000001078976,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2040,2.1000001364499,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,ASE,2050,2.6084213406431003,GJ/t,regional_energy_intensity_steel_1
baseline_noce,Regional set 1,AFE,2019,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2024,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2030,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2035,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2040,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2050,,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2019,86.0215767344937,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2024,73.8918689093465,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2030,45.1345672318161,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2035,58.1094299056072,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2040,61.2500360481404,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFN,2050,75.79095031754301,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2019,89.77990407772809,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2024,75.2725174808879,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2030,50.017396453403705,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2035,36.5366552805335,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2040,15.533194303067098,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFW,2050,16.349574328074002,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2019,93.828423341574,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2024,79.6558979931122,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2030,55.1551250545044,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2035,46.553797326942004,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2040,42.776850292496,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFZ,2050,42.630183780376896,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2019,67.15340153073839,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2024,91.3210197037867,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2030,88.9561460525881,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2035,78.9147524845545,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2040,71.2738797661813,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ANZ,2050,71.2479722205878,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2019,91.5481685513619,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2024,77.6019070984359,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2030,51.9435138845244,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2035,41.2926930609716,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2040,5.9933053865443995,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASC,2050,15.9575471676742,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2019,69.4636558658931,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2024,43.3128699747511,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2030,36.7076890094313,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2035,31.835157548562496,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2040,27.417373293809202,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,ASE,2050,21.9343000259816,GJ/t,regional_energy_intensity_aluminium_1
baseline_noce,Regional set 1,AFE,2019,6.4375495438117e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFE,2024,10.7914987821083,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFE,2030,164.561506998678,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFE,2035,127.821793160128,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFE,2040,327.459211981471,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFE,2050,85.0012258609473,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2019,1.27469413372404e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2024,4.05778578092238e-06,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2030,2.41138782531231e-08,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2035,150.563100737303,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2040,248.53696185685504,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFN,2050,253.49740699630203,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2019,5.20223616201246e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2024,1.55067147579407e-06,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2030,1.7976689864110505e-07,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2035,3.58291834252597e-08,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2040,111.556603638348,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFW,2050,240.64747830827295,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2019,1.28156551014386e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2024,4.6041533990692205,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2030,67.3439777417158,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2035,7.5321113514458e-08,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2040,72.4691731051868,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,AFZ,2050,249.28898548258,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2019,1.56178919935201e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2024,52.072405477123006,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2030,374.085331806142,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2035,431.059019959808,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2040,491.753468329532,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ANZ,2050,1010.67086177617,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2019,1.45276314991777e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2024,4.34613342575925e-07,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2030,2.55612956776681e-08,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2035,35.9991026689346,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2040,265.096420003436,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASC,2050,329.965254630883,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2019,1.03635425258715e-05,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2024,12.0646711284619,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2030,1.35552459572404e-08,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2035,599.736881302178,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2040,873.264488113254,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 1,ASE,2050,511.869202694429,USD_2010/tCO2e,carbon_price_1
baseline_noce,Regional set 2,ASO,2019,3.7894057563637,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2024,3.8648637066686,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2030,3.9340564388927,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2035,3.9243032878540998,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2040,3.8201742148523,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2050,3.9790778957245996,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2019,5.1711022980955,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2024,4.6984373432053,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2030,4.3410082137043,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2035,3.819060945513,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2040,3.6367469866145,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,BRA,2050,3.3462440881864,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2019,7.3129239009011995,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2024,7.0474821566022,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2030,6.873716787157701,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2035,6.8289945290013,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2040,6.7276556808887005,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CAN,2050,6.720093886374199,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2019,2.7156666406914,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2024,2.8371742429994997,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2030,3.4358977358651,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2035,3.780954342782,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2040,4.1029359145486,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHL,2050,4.746302114922,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2019,4.921160903425299,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2024,4.8745741833609,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2030,4.8676120347816,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2035,4.9337426778978,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2040,4.7669993910766,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,CHN,2050,4.006873444435199,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2019,6.333181244479101,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2024,6.279425197724899,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2030,5.9027737192095,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2035,5.6457454884021,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2040,5.4374031185538,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENE,2050,5.097593351994799,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2019,7.056689341098,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2024,6.7264345493967,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2030,6.2727785924603,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2035,5.7747009590305,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2040,5.2791495281475,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ENW,2050,4.6160270340958,GJ/t,regional_energy_intensity_cement_2
baseline_noce,Regional set 2,ASO,2019,5.0908419754583,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2024,2.1000042495271,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2030,2.0999999999999,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2035,2.1000004248674,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2040,2.1000000662664,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,ASO,2050,2.1000006343034996,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2019,32.913533498273004,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2024,29.6192209403731,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2030,23.8492573755437,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2035,17.2866709684761,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2040,10.8526926769846,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,BRA,2050,6.3523011116603,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CAN,2019,27.213506411083202,GJ/t,regional_energy_intensity_steel_2
baseline_noce,Regional set 2,CAN,2024,13.8003471082449,GJ/t,regional_energy_intensity_steel_2
