Scenario,Scope,Series,Year,Value,Unit
baseline_noce,Regional set 2,ASO,2019,3.7894057563637,GJ/t
baseline_noce,Regional set 2,ASO,2024,3.8648637066686,GJ/t
baseline_noce,Regional set 2,ASO,2030,3.9340564388927,GJ/t
baseline_noce,Regional set 2,ASO,2035,3.9243032878540998,GJ/t
baseline_noce,Regional set 2,ASO,2040,3.8201742148523,GJ/t
baseline_noce,Regional set 2,ASO,2050,3.9790778957245996,GJ/t
baseline_noce,Regional set 2,BRA,2019,5.1711022980955,GJ/t
baseline_noce,Regional set 2,BRA,2024,4.6984373432053,GJ/t
baseline_noce,Regional set 2,BRA,2030,4.3410082137043,GJ/t
baseline_noce,Regional set 2,BRA,2035,3.819060945513,GJ/t
baseline_noce,Regional set 2,BRA,2040,3.6367469866145,GJ/t
baseline_noce,Regional set 2,BRA,2050,3.3462440881864,GJ/t
baseline_noce,Regional set 2,CAN,2019,7.3129239009011995,GJ/t
baseline_noce,Regional set 2,CAN,2024,7.0474821566022,GJ/t
baseline_noce,Regional set 2,CAN,2030,6.873716787157701,GJ/t
baseline_noce,Regional set 2,CAN,2035,6.8289945290013,GJ/t
baseline_noce,Regional set 2,CAN,2040,6.7276556808887005,GJ/t
baseline_noce,Regional set 2,CAN,2050,6.720093886374199,GJ/t
baseline_noce,Regional set 2,CHL,2019,2.7156666406914,GJ/t
baseline_noce,Regional set 2,CHL,2024,2.8371742429994997,GJ/t
baseline_noce,Regional set 2,CHL,2030,3.4358977358651,GJ/t
baseline_noce,Regional set 2,CHL,2035,3.780954342782,GJ/t
baseline_noce,Regional set 2,CHL,2040,4.1029359145486,GJ/t
baseline_noce,Regional set 2,CHL,2050,4.746302114922,GJ/t
baseline_noce,Regional set 2,CHN,2019,4.921160903425299,GJ/t
baseline_noce,Regional set 2,CHN,2024,4.8745741833609,GJ/t
baseline_noce,Regional set 2,CHN,2030,4.8676120347816,GJ/t
baseline_noce,Regional set 2,CHN,2035,4.9337426778978,GJ/t
baseline_noce,Regional set 2,CHN,2040,4.7669993910766,GJ/t
baseline_noce,Regional set 2,CHN,2050,4.006873444435199,GJ/t
baseline_noce,Regional set 2,ENE,2019,6.333181244479101,GJ/t
baseline_noce,Regional set 2,ENE,2024,6.279425197724899,GJ/t
baseline_noce,Regional set 2,ENE,2030,5.9027737192095,GJ/t
baseline_noce,Regional set 2,ENE,2035,5.6457454884021,GJ/t
baseline_noce,Regional set 2,ENE,2040,5.4374031185538,GJ/t
baseline_noce,Regional set 2,ENE,2050,5.097593351994799,GJ/t
baseline_noce,Regional set 2,ENW,2019,7.056689341098,GJ/t
baseline_noce,Regional set 2,ENW,2024,6.7264345493967,GJ/t
baseline_noce,Regional set 2,ENW,2030,6.2727785924603,GJ/t
baseline_noce,Regional set 2,ENW,2035,5.7747009590305,GJ/t
baseline_noce,Regional set 2,ENW,2040,5.2791495281475,GJ/t
baseline_noce,Regional set 2,ENW,2050,4.6160270340958,GJ/t
