Scenario,Scope,Series,Year,Value,Unit
baseline_noce,Global,System total,2019,3.8222701716013847,trillion USD_2010/yr
baseline_noce,Global,System total,2024,8.26556757917677,trillion USD_2010/yr
baseline_noce,Global,System total,2030,15.173706835357,trillion USD_2010/yr
baseline_noce,Global,System total,2035,19.664152717711595,trillion USD_2010/yr
baseline_noce,Global,System total,2040,24.367454241171533,trillion USD_2010/yr
baseline_noce,Global,System total,2050,30.076132041723973,trillion USD_2010/yr
