Scenario,Scope,Series,Year,Value,Unit
baseline_noce,Regional set 4,MDA,2019,27.533931671734802,GJ/t
baseline_noce,Regional set 4,MDA,2024,10.3706681740265,GJ/t
baseline_noce,Regional set 4,MDA,2030,6.712875711801,GJ/t
baseline_noce,Regional set 4,MDA,2035,5.120350031666,GJ/t
baseline_noce,Regional set 4,MDA,2040,4.8816493529287,GJ/t
baseline_noce,Regional set 4,MDA,2050,4.059994748021301,GJ/t
baseline_noce,Regional set 4,MEA,2019,22.131494799170902,GJ/t
baseline_noce,Regional set 4,MEA,2024,17.443851109496098,GJ/t
baseline_noce,Regional set 4,MEA,2030,6.0444775303399,GJ/t
baseline_noce,Regional set 4,MEA,2035,9.402753445909301,GJ/t
baseline_noce,Regional set 4,MEA,2040,5.6560997129423,GJ/t
baseline_noce,Regional set 4,MEA,2050,7.3360013753484,GJ/t
baseline_noce,Regional set 4,MEX,2019,17.3897149952881,GJ/t
baseline_noce,Regional set 4,MEX,2024,18.151427743839502,GJ/t
baseline_noce,Regional set 4,MEX,2030,13.1183874227936,GJ/t
baseline_noce,Regional set 4,MEX,2035,3.5192595855817004,GJ/t
baseline_noce,Regional set 4,MEX,2040,3.4507750086088,GJ/t
baseline_noce,Regional set 4,MEX,2050,3.5491232070806,GJ/t
baseline_noce,Regional set 4,NIG,2019,5.1057420574195,GJ/t
baseline_noce,Regional set 4,NIG,2024,2.1000200994079,GJ/t
baseline_noce,Regional set 4,NIG,2030,2.1,GJ/t
baseline_noce,Regional set 4,NIG,2035,2.1000003877102,GJ/t
baseline_noce,Regional set 4,NIG,2040,2.100000120827,GJ/t
baseline_noce,Regional set 4,NIG,2050,2.1157622818372,GJ/t
baseline_noce,Regional set 4,RUS,2019,58.0262709430273,GJ/t
baseline_noce,Regional set 4,RUS,2024,47.4665184340682,GJ/t
baseline_noce,Regional set 4,RUS,2030,35.3301737123655,GJ/t
baseline_noce,Regional set 4,RUS,2035,9.801930608199301,GJ/t
baseline_noce,Regional set 4,RUS,2040,5.3688698369313,GJ/t
baseline_noce,Regional set 4,RUS,2050,9.863757511187,GJ/t
baseline_noce,Regional set 4,SKT,2019,28.0601719854614,GJ/t
baseline_noce,Regional set 4,SKT,2024,28.208912010221102,GJ/t
baseline_noce,Regional set 4,SKT,2030,22.7026137075395,GJ/t
baseline_noce,Regional set 4,SKT,2035,13.1120961175108,GJ/t
baseline_noce,Regional set 4,SKT,2040,5.092302147483401,GJ/t
baseline_noce,Regional set 4,SKT,2050,6.9300001055964,GJ/t
baseline_noce,Regional set 4,USA,2019,19.439364545372502,GJ/t
baseline_noce,Regional set 4,USA,2024,19.971767025205498,GJ/t
baseline_noce,Regional set 4,USA,2030,8.1058106527018,GJ/t
baseline_noce,Regional set 4,USA,2035,3.7294668332564,GJ/t
baseline_noce,Regional set 4,USA,2040,4.9649718032307,GJ/t
baseline_noce,Regional set 4,USA,2050,6.929999999999899,GJ/t
